Date;Year;Competition;CompetitionSet;Comp.SetDetail;Sport;Discipline;Gender;Class;Phase;Rank;Medal;Team Members;Person/Team;Person;Person First Name;Person Last Name;PersonGender;Team;Nationality;DoB;YoB;Age (days);Age;Country;Country Code;Continent;Result;Sec/Mtr/Pts;Host City;Host Country;Host Continent;# Participants;# Countries;# Continents;World Ranking;Rank Within Country;Is Olympic Discipline
04.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;4-Man;Men;Seniors;;15;;Yes;Amadou David Ndiaye (SUI, 21 Oct 2002);Amadou David Ndiaye;Amadou David;Ndiaye;Men;Switzerland (Michael Vogt);SUI;21.10.2002;;23-075;23;Switzerland;SUI;Europe;1:50.00;110;Winterberg;Germany;Europe;27;16;3;;2;Yes
04.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;4-Man;Men;Seniors;;15;;Yes;Enrico Güntert (SUI, 18 Jun 1997);Enrico Güntert;Enrico;Güntert;Men;Switzerland (Michael Vogt);SUI;18.06.1997;;28-200;28;Switzerland;SUI;Europe;1:50.00;110;Winterberg;Germany;Europe;27;16;3;;2;Yes
04.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;4-Man;Men;Seniors;;21;;No;Switzerland (Timo Rohner);;;;;Switzerland (Timo Rohner);;;;27-008;27;Switzerland;SUI;Europe;;;Winterberg;Germany;Europe;27;16;3;;3;Yes
04.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;4-Man;Men;Seniors;;21;;Yes;Timo Rohner (SUI, 28 Oct 1997);Timo Rohner;Timo;Rohner;Men;Switzerland (Timo Rohner);SUI;28.10.1997;;28-068;28;Switzerland;SUI;Europe;;;Winterberg;Germany;Europe;27;16;3;;3;Yes
04.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;4-Man;Men;Seniors;;21;;Yes;Mathieu Hersperger (SUI, 18 Feb 1999);Mathieu Hersperger;Mathieu;Hersperger;Men;Switzerland (Timo Rohner);SUI;18.02.1999;;26-320;26;Switzerland;SUI;Europe;;;Winterberg;Germany;Europe;27;16;3;;3;Yes
04.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;4-Man;Men;Seniors;;21;;Yes;Cyril Bieri (SUI, 22 Oct 1993);Cyril Bieri;Cyril;Bieri;Men;Switzerland (Timo Rohner);SUI;22.10.1993;;32-074;32;Switzerland;SUI;Europe;;;Winterberg;Germany;Europe;27;16;3;;3;Yes
04.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;4-Man;Men;Seniors;;21;;Yes;Mario Aeberhard (SUI, 11 Mar 2005);Mario Aeberhard;Mario;Aeberhard;Men;Switzerland (Timo Rohner);SUI;11.03.2005;;20-299;20;Switzerland;SUI;Europe;;;Winterberg;Germany;Europe;27;16;3;;3;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;8;;No;Switzerland (Michael Vogt);;;;;Switzerland (Michael Vogt);;;;25-223;25;Switzerland;SUI;Europe;1:51.30;111;Winterberg;Germany;Europe;27;16;3;6;1;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;8;;Yes;Michael Vogt (SUI, 29 Dec 1997);Michael Vogt;Michael;Vogt;Men;Switzerland (Michael Vogt);SUI;29.12.1997;;28-005;28;Switzerland;SUI;Europe;1:51.30;111;Winterberg;Germany;Europe;27;16;3;6;1;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;8;;Yes;Amadou David Ndiaye (SUI, 21 Oct 2002);Amadou David Ndiaye;Amadou David;Ndiaye;Men;Switzerland (Michael Vogt);SUI;21.10.2002;;23-074;23;Switzerland;SUI;Europe;1:51.30;111;Winterberg;Germany;Europe;27;16;3;6;1;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;13;;No;Switzerland (Cédric Follador);;;;;Switzerland (Cédric Follador);;;;29-306;29;Switzerland;SUI;Europe;1:51.54;112;Winterberg;Germany;Europe;27;16;3;12;2;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;13;;Yes;Cédric Follador (SUI, 18 Nov 1994);Cédric Follador;Cédric;Follador;Men;Switzerland (Cédric Follador);SUI;18.11.1994;;31-046;31;Switzerland;SUI;Europe;1:51.54;112;Winterberg;Germany;Europe;27;16;3;12;2;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;13;;Yes;Enrico Güntert (SUI, 18 Jun 1997);Enrico Güntert;Enrico;Güntert;Men;Switzerland (Cédric Follador);SUI;18.06.1997;;28-199;28;Switzerland;SUI;Europe;1:51.54;112;Winterberg;Germany;Europe;27;16;3;12;2;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;15;;No;Switzerland (Timo Rohner);;;;;Switzerland (Timo Rohner);;;;28-209;28;Switzerland;SUI;Europe;1:51.66;112;Winterberg;Germany;Europe;27;16;3;30;3;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;15;;Yes;Timo Rohner (SUI, 28 Oct 1997);Timo Rohner;Timo;Rohner;Men;Switzerland (Timo Rohner);SUI;28.10.1997;;28-067;28;Switzerland;SUI;Europe;1:51.66;112;Winterberg;Germany;Europe;27;16;3;30;3;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;2-Man;Men;Seniors;;15;;Yes;Luca Rolli (SUI, 17 Jan 1997);Luca Rolli;Luca;Rolli;Men;Switzerland (Timo Rohner);SUI;17.01.1997;;28-351;28;Switzerland;SUI;Europe;1:51.66;112;Winterberg;Germany;Europe;27;16;3;30;3;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;Monobob;Women;Seniors;;10;;No;Melanie Hasler (SUI, 16 May 1998);Melanie Hasler;Melanie;Hasler;Women;Switzerland;SUI;16.05.1998;;27-232;27;Switzerland;SUI;Europe;1:58.89;119;Winterberg;Germany;Europe;27;15;4;;1;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;Monobob;Women;Seniors;;15;;No;Inola Blatty (SUI, 13 Jul 1998);Inola Blatty;Inola;Blatty;Women;Switzerland;SUI;13.07.1998;;27-174;27;Switzerland;SUI;Europe;1:59.22;119;Winterberg;Germany;Europe;27;15;4;;2;Yes
03.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Bobsleigh;Monobob;Women;Seniors;;16;;No;Debora Annen (SUI, 01 Apr 2002);Debora Annen;Debora;Annen;Women;Switzerland;SUI;01.04.2002;;23-277;23;Switzerland;SUI;Europe;1:59.29;119;Winterberg;Germany;Europe;27;15;4;;3;Yes
04.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;10km Freestyle;Men;Seniors;;52;;No;Noe Näff (SUI, 02 Oct 2003);Noe Näff;Noe;Näff;Men;Switzerland;SUI;02.10.2003;;22-094;22;Switzerland;SUI;Europe;36:38.6;2 199;Val di Fiemme;Italy;Europe;69;21;4;;1;Yes
04.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;10km Freestyle;Men;Seniors;;64;;No;Roman Alder (SUI, 29 Nov 2004);Roman Alder;Roman;Alder;Men;Switzerland;SUI;29.11.2004;;21-036;21;Switzerland;SUI;Europe;38:04.8;2 285;Val di Fiemme;Italy;Europe;69;21;4;;2;Yes
04.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;10km Freestyle;Women;Seniors;;19;;No;Anja Weber (SUI, 29 Jun 2001);Anja Weber;Anja;Weber;Women;Switzerland;SUI;29.06.2001;;24-189;24;Switzerland;SUI;Europe;39:36.4;2 376;Val di Fiemme;Italy;Europe;46;16;3;;1;Yes
04.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;10km Freestyle;Women;Seniors;;23;;No;Nadja Kälin (SUI, 20 Apr 2001);Nadja Kälin;Nadja;Kälin;Women;Switzerland;SUI;20.04.2001;;24-259;24;Switzerland;SUI;Europe;39:48.3;2 388;Val di Fiemme;Italy;Europe;46;16;3;;2;Yes
04.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;10km Freestyle;Women;Seniors;;40;;No;Nadine Fähndrich (SUI, 16 Oct 1995);Nadine Fähndrich;Nadine;Fähndrich;Women;Switzerland;SUI;16.10.1995;;30-080;30;Switzerland;SUI;Europe;42:31.6;2 552;Val di Fiemme;Italy;Europe;46;16;3;;3;Yes
03.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;Sprint Classic Style;Men;Seniors;;23;;No;Noe Näff (SUI, 02 Oct 2003);Noe Näff;Noe;Näff;Men;Switzerland;SUI;02.10.2003;;22-093;22;Switzerland;SUI;Europe;3:23.79;204;Val di Fiemme;Italy;Europe;84;23;4;;1;Yes
03.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;Sprint Classic Style;Men;Seniors;;28;;No;Roman Alder (SUI, 29 Nov 2004);Roman Alder;Roman;Alder;Men;Switzerland;SUI;29.11.2004;;21-035;21;Switzerland;SUI;Europe;3:22.84;203;Val di Fiemme;Italy;Europe;84;23;4;;2;Yes
03.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;Sprint Classic Style;Women;Seniors;;2;S;No;Nadine Fähndrich (SUI, 16 Oct 1995);Nadine Fähndrich;Nadine;Fähndrich;Women;Switzerland;SUI;16.10.1995;;30-079;30;Switzerland;SUI;Europe;3:46.19;226;Val di Fiemme;Italy;Europe;57;17;3;;1;Yes
03.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;Sprint Classic Style;Women;Seniors;;6;;No;Anja Weber (SUI, 29 Jun 2001);Anja Weber;Anja;Weber;Women;Switzerland;SUI;29.06.2001;;24-188;24;Switzerland;SUI;Europe;3:59.38;239;Val di Fiemme;Italy;Europe;57;17;3;;2;Yes
03.01.2026;2026;Val di Fiemme;(World) Cup/(World) Cup/(World) Cup;FIS Cross-Country World Cup;Cross-Country Skiing;Sprint Classic Style;Women;Seniors;;28;;No;Nadja Kälin (SUI, 20 Apr 2001);Nadja Kälin;Nadja;Kälin;Women;Switzerland;SUI;20.04.2001;;24-258;24;Switzerland;SUI;Europe;3:56.55;237;Val di Fiemme;Italy;Europe;57;17;3;;3;Yes
04.01.2026;2026;Innsbruck;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;18;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-128;25;Switzerland;SUI;Europe;238,90;239;Innsbruck;Austria;Europe;68;20;3;;1;Yes
04.01.2026;2026;Innsbruck;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;24;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-311;34;Switzerland;SUI;Europe;228,90;229;Innsbruck;Austria;Europe;68;20;3;;2;Yes
04.01.2026;2026;Innsbruck;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;29;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;19-259;19;Switzerland;SUI;Europe;224,60;225;Innsbruck;Austria;Europe;68;20;3;;3;Yes
04.01.2026;2026;Innsbruck;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;39;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;30-282;30;Switzerland;SUI;Europe;108,50;109;Innsbruck;Austria;Europe;68;20;3;;4;Yes
01.01.2026;2026;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;10;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-308;34;Switzerland;SUI;Europe;255,10;255;Garmisch-Partenkirchen;Germany;Europe;66;20;3;;1;Yes
01.01.2026;2026;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;18;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-125;25;Switzerland;SUI;Europe;248,00;248;Garmisch-Partenkirchen;Germany;Europe;66;20;3;;2;Yes
01.01.2026;2026;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;34;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-190;44;Switzerland;SUI;Europe;109,80;110;Garmisch-Partenkirchen;Germany;Europe;66;20;3;;3;Yes
01.01.2026;2026;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;45;;No;Juri Kesseli (SUI, 12 Sep 2005);Juri Kesseli;Juri;Kesseli;Men;Switzerland;SUI;12.09.2005;;20-111;20;Switzerland;SUI;Europe;94,10;94;Garmisch-Partenkirchen;Germany;Europe;66;20;3;;4;Yes
31.12.2025;2025;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;DNQ;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;23-088;23;Switzerland;SUI;Europe;;;Garmisch-Partenkirchen;Germany;Europe;62;18;3;;0;Yes
31.12.2025;2025;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;DNQ;;No;Simone Buff (SUI, 18 Jun 2004);Simone Buff;Simone;Buff;Women;Switzerland;SUI;18.06.2004;;21-196;21;Switzerland;SUI;Europe;;;Garmisch-Partenkirchen;Germany;Europe;62;18;3;;0;Yes
31.12.2025;2025;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;DNQ;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;20-156;20;Switzerland;SUI;Europe;;;Garmisch-Partenkirchen;Germany;Europe;62;18;3;;0;Yes
29.12.2025;2025;Oberstdorf;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;22;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;34-305;34;Switzerland;SUI;Europe;260,80;261;Oberstdorf;Germany;Europe;65;18;3;;1;Yes
29.12.2025;2025;Oberstdorf;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;25;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;25-122;25;Switzerland;SUI;Europe;253,90;254;Oberstdorf;Germany;Europe;65;18;3;;2;Yes
29.12.2025;2025;Oberstdorf;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;34;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;44-187;44;Switzerland;SUI;Europe;122,50;123;Oberstdorf;Germany;Europe;65;18;3;;3;Yes
29.12.2025;2025;Oberstdorf;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Juri Kesseli (SUI, 12 Sep 2005);Juri Kesseli;Juri;Kesseli;Men;Switzerland;SUI;12.09.2005;;20-108;20;Switzerland;SUI;Europe;;;Oberstdorf;Germany;Europe;65;18;3;;0;Yes
02.01.2026;2026;Winterberg;(World) Cup;IBSF World Cup;Skeleton;Individual;Women;Seniors;;22;;No;Sara Schmied (SUI, 23 May 2005);Sara Schmied;Sara;Schmied;Women;Switzerland;SUI;23.05.2005;;20-224;20;Switzerland;SUI;Europe;2:02.82;123;Winterberg;Germany;Europe;29;14;4;25;1;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;1;G;No;Camille Rast (SUI, 09 Jul 1999);Camille Rast;Camille;Rast;Women;Switzerland;SUI;09.07.1999;;26-179;26;Switzerland;SUI;Europe;1:40.20;100;Kranjska Gora;Slovenia;Europe;74;25;4;;1;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;3;B;No;Wendy Holdener (SUI, 12 May 1993);Wendy Holdener;Wendy;Holdener;Women;Switzerland;SUI;12.05.1993;;32-237;32;Switzerland;SUI;Europe;1:42.03;102;Kranjska Gora;Slovenia;Europe;74;25;4;;2;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;12;;No;Mélanie Meillard (SUI, 23 Sep 1998);Mélanie Meillard;Mélanie;Meillard;Women;Switzerland;SUI;23.09.1998;;27-103;27;Switzerland;SUI;Europe;1:43.68;104;Kranjska Gora;Slovenia;Europe;74;25;4;;3;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;23;;No;Eliane Christen (SUI, 19 Jan 1999);Eliane Christen;Eliane;Christen;Women;Switzerland;SUI;19.01.1999;;26-350;26;Switzerland;SUI;Europe;1:45.22;105;Kranjska Gora;Slovenia;Europe;74;25;4;;4;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNQ;;No;Aline Höpli (SUI, 25 Feb 2001);Aline Höpli;Aline;Höpli;Women;Switzerland;SUI;25.02.2001;;24-313;24;Switzerland;SUI;Europe;;;Kranjska Gora;Slovenia;Europe;74;25;4;;0;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNQ;;No;Nicole Good (SUI, 01 Jan 1998);Nicole Good;Nicole;Good;Women;Switzerland;SUI;01.01.1998;;28-003;28;Switzerland;SUI;Europe;;;Kranjska Gora;Slovenia;Europe;74;25;4;;0;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNF;;No;Anuk Braendli (SUI, 07 Jun 2003);Anuk Braendli;Anuk;Braendli;Women;Switzerland;SUI;07.06.2003;;22-211;22;Switzerland;SUI;Europe;;;Kranjska Gora;Slovenia;Europe;74;25;4;;0;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNF;;No;Aline Danioth (SUI, 12 Mar 1998);Aline Danioth;Aline;Danioth;Women;Switzerland;SUI;12.03.1998;;27-298;27;Switzerland;SUI;Europe;;;Kranjska Gora;Slovenia;Europe;74;25;4;;0;Yes
04.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNF;;No;Janine Maechler (SUI, 10 Dec 2004);Janine Maechler;Janine;Maechler;Women;Switzerland;SUI;10.12.2004;;21-025;21;Switzerland;SUI;Europe;;;Kranjska Gora;Slovenia;Europe;74;25;4;;0;Yes
03.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Giant Slalom;Women;Seniors;;1;G;No;Camille Rast (SUI, 09 Jul 1999);Camille Rast;Camille;Rast;Women;Switzerland;SUI;09.07.1999;;26-178;26;Switzerland;SUI;Europe;2:00.09;120;Kranjska Gora;Slovenia;Europe;62;21;5;;1;Yes
03.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Giant Slalom;Women;Seniors;;20;;No;Sue Piller (SUI, 04 May 2005);Sue Piller;Sue;Piller;Women;Switzerland;SUI;04.05.2005;;20-244;20;Switzerland;SUI;Europe;2:03.56;124;Kranjska Gora;Slovenia;Europe;62;21;5;;2;Yes
03.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Giant Slalom;Women;Seniors;;23;;No;Wendy Holdener (SUI, 12 May 1993);Wendy Holdener;Wendy;Holdener;Women;Switzerland;SUI;12.05.1993;;32-236;32;Switzerland;SUI;Europe;2:03.76;124;Kranjska Gora;Slovenia;Europe;62;21;5;;3;Yes
03.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Giant Slalom;Women;Seniors;;26;;No;Simone Wild (SUI, 07 Dec 1993);Simone Wild;Simone;Wild;Women;Switzerland;SUI;07.12.1993;;32-027;32;Switzerland;SUI;Europe;2:04.16;124;Kranjska Gora;Slovenia;Europe;62;21;5;;4;Yes
03.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Giant Slalom;Women;Seniors;;27;;No;Dania Allenbach (SUI, 18 Feb 2007);Dania Allenbach;Dania;Allenbach;Women;Switzerland;SUI;18.02.2007;;18-319;18;Switzerland;SUI;Europe;2:04.17;124;Kranjska Gora;Slovenia;Europe;62;21;5;;5;Yes
03.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Giant Slalom;Women;Seniors;;DNQ;;No;Vanessa Kasper (SUI, 08 Dec 1996);Vanessa Kasper;Vanessa;Kasper;Women;Switzerland;SUI;08.12.1996;;29-026;29;Switzerland;SUI;Europe;;;Kranjska Gora;Slovenia;Europe;62;21;5;;0;Yes
03.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Giant Slalom;Women;Seniors;;DNQ;;No;Stefanie Grob (SUI, 03 Apr 2004);Stefanie Grob;Stefanie;Grob;Women;Switzerland;SUI;03.04.2004;;21-275;21;Switzerland;SUI;Europe;;;Kranjska Gora;Slovenia;Europe;62;21;5;;0;Yes
03.01.2026;2026;Kranjska Gora;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Giant Slalom;Women;Seniors;;DNQ;;No;Shaienne Zehnder (SUI, 30 Jan 2006);Shaienne Zehnder;Shaienne;Zehnder;Women;Switzerland;SUI;30.01.2006;;19-338;19;Switzerland;SUI;Europe;;;Kranjska Gora;Slovenia;Europe;62;21;5;;0;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;2;S;No;Camille Rast (SUI, 09 Jul 1999);Camille Rast;Camille;Rast;Women;Switzerland;SUI;09.07.1999;;26-172;26;Switzerland;SUI;Europe;1:48.91;109;Semmering;Austria;Europe;79;27;5;;1;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;6;;No;Wendy Holdener (SUI, 12 May 1993);Wendy Holdener;Wendy;Holdener;Women;Switzerland;SUI;12.05.1993;;32-230;32;Switzerland;SUI;Europe;1:51.58;112;Semmering;Austria;Europe;79;27;5;;2;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;9;;No;Eliane Christen (SUI, 19 Jan 1999);Eliane Christen;Eliane;Christen;Women;Switzerland;SUI;19.01.1999;;26-343;26;Switzerland;SUI;Europe;1:53.07;113;Semmering;Austria;Europe;79;27;5;;3;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;16;;No;Mélanie Meillard (SUI, 23 Sep 1998);Mélanie Meillard;Mélanie;Meillard;Women;Switzerland;SUI;23.09.1998;;27-096;27;Switzerland;SUI;Europe;1:54.55;115;Semmering;Austria;Europe;79;27;5;;4;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;20;;No;Aline Höpli (SUI, 25 Feb 2001);Aline Höpli;Aline;Höpli;Women;Switzerland;SUI;25.02.2001;;24-306;24;Switzerland;SUI;Europe;1:55.76;116;Semmering;Austria;Europe;79;27;5;;5;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNF;;No;Nicole Good (SUI, 01 Jan 1998);Nicole Good;Nicole;Good;Women;Switzerland;SUI;01.01.1998;;27-361;27;Switzerland;SUI;Europe;;;Semmering;Austria;Europe;79;27;5;;0;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNF;;No;Anuk Braendli (SUI, 07 Jun 2003);Anuk Braendli;Anuk;Braendli;Women;Switzerland;SUI;07.06.2003;;22-204;22;Switzerland;SUI;Europe;;;Semmering;Austria;Europe;79;27;5;;0;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNF;;No;Aline Danioth (SUI, 12 Mar 1998);Aline Danioth;Aline;Danioth;Women;Switzerland;SUI;12.03.1998;;27-291;27;Switzerland;SUI;Europe;;;Semmering;Austria;Europe;79;27;5;;0;Yes
28.12.2025;2025;Semmering;(World) Cup/(World) Cup;Audi FIS Ski World Cup;Alpine Skiing;Slalom;Women;Seniors;;DNF;;No;Janine Maechler (SUI, 10 Dec 2004);Janine Maechler;Janine;Maechler;Women;Switzerland;SUI;10.12.2004;;21-018;21;Switzerland;SUI;Europe;;;Semmering;Austria;Europe;79;27;5;;0;Yes
